date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:10	321/321	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:09%20GMT	https://www.mineimator.com/dl/mineimator-1.1.2-zip	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.2-zip	(from https://www.mineimator.com/download)
12:37:10	321/321	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:10%20GMT	https://www.mineimator.com/dl/mineimator-1.1.1-zip	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.1-zip	(from https://www.mineimator.com/download)
12:37:11	321/321	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:10%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0-zip	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0-zip	(from https://www.mineimator.com/download)
12:37:11	345/345	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:10%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%203-installer	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%203-installer	(from https://www.mineimator.com/download)
12:37:11	339/339	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:11%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%203-zip	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%203-zip	(from https://www.mineimator.com/download)
12:37:12	345/345	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:11%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%202-installer	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%202-installer	(from https://www.mineimator.com/download)
12:37:12	339/339	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:11%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%202-zip	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE%202-zip	(from https://www.mineimator.com/download)
12:37:12	341/341	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:12%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE-installer	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE-installer	(from https://www.mineimator.com/download)
12:37:13	335/335	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:12%20GMT	https://www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE-zip	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.1.0%20PRE-RELEASE-zip	(from https://www.mineimator.com/download)
12:37:13	327/327	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Jul%202024%2007:37:12%20GMT	https://www.mineimator.com/dl/mineimator-1.0.6-installer	D:/spigottt/mine-imator/www.mineimator.com/dl/mineimator-1.0.6-installer	(from https://www.mineimator.com/download)
